pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_cmasse,pl_cmasseerr1,pl_cmasseerr2,pl_cmasselim,pl_cmassj,pl_cmassjerr1,pl_cmassjerr2,pl_cmassjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tsystemref,ttv_flag,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_radv,st_radverr1,st_radverr2,st_radvlim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
HD 1666 b,HD 1666,1,1,1,Radial Velocity,2015,Multiple Observatories,Published Confirmed,0,<a refstr=HARAKAWA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806....5H/abstract target=ref>Harakawa et al. 2015</a>,270.0,0.8,-0.9,0.0,0.94,0.01,-0.02,0.0,,,,,,,,,,,,,,,,,2040.0,99.0,-70.0,0.0,6.43,0.31,-0.22,0.0,,,,,,,,,2040.0,99.0,-70.0,0.0,6.43,0.31,-0.22,0.0,Msini,,,,,0.63,0.03,-0.02,0.0,,,,,,,,,,,,,,,,,,0.0,199.4,8.8,-5.5,0.0,<a refstr=HARAKAWA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806....5H/abstract target=ref>Harakawa et al. 2015</a>,F7 V,6317.0,44.0,-44.0,0.0,1.93,0.49,-0.49,0.0,1.5,0.07,-0.07,0.0,0.37,0.04,-0.04,0.0,[Fe/H],0.73,0.086,-0.108,0.0,4.06,0.06,-0.06,0.0,1.76,0.2,-0.2,0.0,,,,,5.6,0.5,-0.5,0.0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h20m52.33s,5.2180424,-19d55m53.34s,-19.9314823,117.908,0.687,-0.679,8.17,0.03,-0.03,6.964,0.023,-0.023,8.05121,0.000278,-0.000278,2015-04-01,2015-06,2015-04-01
HD 169830 b,HD 169830,1,1,2,Radial Velocity,2000,La Silla Observatory,Published Confirmed,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,225.67372,0.05685,-0.065,0.0,0.765,0.033,-0.036,0.0,,,,,,,,,,,,,,,,,804.4237,71.19356,-75.32533,0.0,2.531,0.224,-0.237,0.0,,,,,,,,,804.4237,71.19356,-75.32533,0.0,2.531,0.224,-0.237,0.0,Msini,,,,,0.294,0.012,-0.011,0.0,,,,,,,,,,,,,,,,,BJD,0.0,79.46,1.349,-1.212,0.0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,,,,,,,,,,1.17,0.16,-0.16,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h27m49.48s,276.9561859,-29d49m00.45s,-29.8167919,37.6048,0.1484,-0.1473,5.9,0.03,-0.03,4.688,0.024,-0.024,5.77641,0.0014001,-0.0014001,2023-06-14,2022-09,2023-06-14
HD 173416 b,HD 173416,1,1,1,Radial Velocity,2008,Xinglong Station,Published Confirmed,0,<a refstr=LIU_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ReA&A...9....1L/abstract target=ref> Liu et al. 2009 </a>,323.6,2.2,-2.2,0.0,1.16,0.06,-0.06,0.0,,,,,,,,,,,,,,,,,858.1,95.3,-95.3,0.0,2.7,0.3,-0.3,0.0,,,,,,,,,858.1,95.3,-95.3,0.0,2.7,0.3,-0.3,0.0,Msini,,,,,0.21,0.04,-0.04,0.0,,,,,,,,,,,,,,,,,,0.0,51.8,2.0,-2.0,0.0,<a refstr=LIU_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ReA&A...9....1L/abstract target=ref> Liu et al. 2009 </a>,G8,4683.0,100.0,-100.0,0.0,13.5,0.9,-0.9,0.0,2.0,0.3,-0.3,0.0,-0.22,0.09,-0.09,0.0,[Fe/H],1.892,0.052,-0.06,0.0,2.48,0.1,-0.1,0.0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h43m36.14s,280.9005676,+36d33m24.69s,36.556857,132.184,0.7355,-0.7355,6.04188,0.023,-0.023,3.814,0.354,-0.354,5.75681,0.0015378,-0.0015378,2014-07-09,2009-01,2014-07-09
HD 175541 b,HD 175541,1,1,1,Radial Velocity,2007,W. M. Keck Observatory,Published Confirmed,0,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,298.43,0.45,-0.45,0.0,0.975,0.087,-0.087,0.0,,,,,,,,,,,,,,,,,190.06234,9.21707,-9.21707,0.0,0.598,0.029,-0.029,0.0,,,,,,,,,190.06234,9.21707,-9.21707,0.0,0.598,0.029,-0.029,0.0,Msini,,,,,0.11,0.049,-0.049,0.0,,,,,,,,,,,,,,,,,JD,0.0,14.68,0.71,-0.71,0.0,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,,5013.0,,,0.0,4.19,,,0.0,1.39,,,0.0,,,,,,,,,,3.33,,,0.0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h55m40.88s,283.9203211,+04d15m53.76s,4.2649344,129.603,1.0065,-1.0065,8.020001,0.03,-0.03,5.829,0.021,-0.021,7.75927,0.000389,-0.000389,2018-12-03,2019-04,2018-12-06
HD 177830 b,HD 177830,1,2,2,Radial Velocity,1999,W. M. Keck Observatory,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,410.10001,2.2,-2.2,0.0,1.14,0.03,-0.03,0.0,,,,,,,,,,,,,,,,,537.1327,63.566,-63.566,0.0,1.69,0.2,-0.2,0.0,,,,,,,,,537.1327,63.566,-63.566,0.0,1.69,0.2,-0.2,0.0,Msini,,,,,0.1,0.05,-0.05,0.0,,,,,,,,,,,,,,,,,,0.0,32.6,1.0,-1.0,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,4901.0,37.0,-37.0,0.0,3.26,0.12,-0.12,0.0,1.7,0.28,-0.28,0.0,0.42,,,0.0,[Fe/H],,,,,3.64,0.07,-0.07,0.0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m20.73s,286.3363574,+25d55m13.56s,25.9204327,62.7674,0.1244,-0.1244,7.18,0.03,-0.03,4.809,0.027,-0.027,6.8866,0.000195,-0.000195,2018-09-04,2017-03,2018-09-06
HD 177830 c,HD 177830,1,2,2,Radial Velocity,2010,W. M. Keck Observatory,Published Confirmed,0,<a refstr=MESCHIARI_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...727..117M/abstract target=ref> Meschiari et al. 2011 </a>,110.9,0.1,-0.1,0.0,0.5137,0.0003,-0.0003,0.0,,,,,,,,,,,,,,,,,47.6725,6.35633,-6.35633,0.0,0.15,0.02,-0.02,0.0,,,,,,,,,47.6725,6.35633,-6.35633,0.0,0.15,0.02,-0.02,0.0,Msini,,,,,0.3,0.1,-0.1,0.0,,,,,,,,,,,,,,,,,,0.0,5.1,0.8,-0.8,0.0,<a refstr=MESCHIARI_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...727..117M/abstract target=ref> Meschiari et al. 2011 </a>,,4949.0,,,0.0,2.62,0.06,-0.06,0.0,1.47,,,0.0,0.545,0.03,-0.03,0.0,[Fe/H],0.685,0.082,-0.101,0.0,3.65,,,0.0,4.4,2.2,-2.2,0.0,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m20.73s,286.3363574,+25d55m13.56s,25.9204327,62.7674,0.1244,-0.1244,7.18,0.03,-0.03,4.809,0.027,-0.027,6.8866,0.000195,-0.000195,2019-01-28,2011-02,2019-01-31
HD 180053 b,HD 180053,1,1,1,Radial Velocity,2018,W. M. Keck Observatory,Published Confirmed,0,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,213.72,0.47,-0.47,0.0,0.843,0.063,-0.063,0.0,,,,,,,,,,,,,,,,,697.31902,20.34112,-20.34112,0.0,2.194,0.064,-0.064,0.0,,,,,,,,,697.31902,20.34112,-20.34112,0.0,2.194,0.064,-0.064,0.0,Msini,,,,,0.081,0.029,-0.029,0.0,,,,,,,,,,,,,,,,,JD,0.0,51.5,1.4,-1.4,0.0,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,,5131.0,,,0.0,4.06,,,0.0,1.75,,,0.0,,,,,,,,,,3.54,,,0.0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h13m36.20s,288.4008374,+34d54m52.80s,34.9146658,137.043,0.609,-0.609,7.93,0.03,-0.03,5.84,0.017,-0.017,7.70327,0.000421,-0.000421,2018-12-03,2019-04,2018-12-06
HD 184010 b,HD 184010,1,1,3,Radial Velocity,2022,Okayama Astrophysical Observatory,Published Confirmed,0,<a refstr=TENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022PASJ..tmp...97T/abstract target=ref>Teng et al. 2022</a>,286.6,2.4,-0.7,0.0,0.94,0.005,-0.001,0.0,,,,,,,,,,,,,,,,,98.52681,9.53485,-12.71314,0.0,0.31,0.03,-0.04,0.0,,,,,,,,,98.52681,9.53485,-12.71314,0.0,0.31,0.03,-0.04,0.0,Msini,,,,,0.0,,,0.0,,,,,,,,,,,,,2454609.2,7.4,-28.7,0.0,BJD,0.0,7.7,0.78,-0.96,0.0,<a refstr=TENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022PASJ..tmp...97T/abstract target=ref>Teng et al. 2022</a>,K0 III-IV,4971.0,,,0.0,4.86,0.55,-0.49,0.0,1.35,0.19,-0.21,0.0,-0.17,0.1,-0.1,0.0,[Fe/H],1.117,0.094,-0.098,0.0,3.18,0.08,-0.07,0.0,2.76,2.24,-0.95,0.0,,,,,1.34,,,0.0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h31m21.63s,292.8401421,+26d37m02.21s,26.6172796,60.7993,0.2548,-0.2548,5.88639,0.023,-0.023,3.98,0.306,-0.306,5.64508,0.0013893,-0.0013893,2022-10-10,2022-09,2022-10-10
HD 188015 b,HD 188015,1,2,1,Radial Velocity,2004,W. M. Keck Observatory,Published Confirmed,0,<a refstr=BUTLER_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...646..505B/abstract target=ref> Butler et al. 2006 </a>,461.2,1.7,-1.7,0.0,1.203,0.07,-0.07,0.0,,,,,,,,,,,,,,,,,476.72,41.32,-41.32,0.0,1.5,0.13,-0.13,0.0,,,,,,,,,476.72,41.32,-41.32,0.0,1.5,0.13,-0.13,0.0,Msini,,,,,0.137,0.026,-0.026,0.0,,,,,,,,,,,,,,,,,,0.0,37.6,1.2,-1.2,0.0,<a refstr=BUTLER_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...646..505B/abstract target=ref> Butler et al. 2006 </a>,,5746.0,,,0.0,,,,,1.09,,,0.0,0.289,,,0.0,[Fe/H],,,,,4.45,,,0.0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h52m04.60s,298.0191857,+28d05m59.92s,28.0999769,50.6706,0.1095,-0.1089,8.24,0.03,-0.03,6.632,0.018,-0.018,8.06588,0.00033,-0.00033,2014-07-23,2006-07,2014-07-23
HD 191939 g,HD 191939,1,1,6,Radial Velocity,2022,Multiple Observatories,Published Confirmed,0,<a refstr=ORELL_MIQUEL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221100667O/abstract target=ref>Orell-Miquel et al. 2022</a>,284.0,10.0,-8.0,0.0,0.812,0.028,-0.028,0.0,,,,,,,,,,,,,,,,,13.5,2.0,-2.0,0.0,0.04248,0.00629,-0.00629,0.0,,,,,,,,,13.5,2.0,-2.0,0.0,0.04248,0.00629,-0.00629,0.0,Msini,,,,,0.03,0.025,-0.011,0.0,0.99,0.08,-0.08,0.0,278.0,6.0,-6.0,0.0,,,,,2459385.0,13.0,-10.0,0.0,BJD,0.0,1.53,0.21,-0.23,0.0,<a refstr=LUBIN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..101L/abstract target=ref>Lubin et al. 2022</a>,G9 V,5348.0,100.0,-100.0,0.0,0.94,0.02,-0.02,0.0,0.81,0.04,-0.04,0.0,-0.15,0.06,-0.06,0.0,[Fe/H],-0.187,0.013,-0.014,0.0,4.3,0.1,-0.1,0.0,8.7,,,-1.0,1.37,0.11,-0.11,0.0,2.0,,,1.0,,,,,-9.5,0.2,-0.2,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h08m06.15s,302.0256247,+66d51m01.09s,66.8503014,53.6089,0.0733,-0.0731,8.97,0.03,-0.03,7.18,0.021,-0.021,8.77476,0.000238,-0.000238,2022-11-14,2022-11,2022-11-14
HD 192310 c,HD 192310,1,1,2,Radial Velocity,2011,La Silla Observatory,Published Confirmed,0,<a refstr=PEPE_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...534A..58P/abstract target=ref> Pepe et al. 2011 </a>,525.8,9.2,-9.2,0.0,1.18,0.025,-0.025,0.0,,,,,,,,,,,,,,,,,24.0,5.0,-5.0,0.0,0.07551,0.01573,-0.01573,0.0,24.0,5.0,-5.0,0.0,0.076,0.016,-0.016,0.0,24.0,5.0,-5.0,0.0,0.076,0.016,-0.016,0.0,Msin(i)/sin(i),,,,,0.32,0.11,-0.11,0.0,,,,,185.0,,,0.0,90.0,,,0.0,,,,,,0.0,2.27,0.28,-0.28,0.0,<a refstr=PEPE_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...534A..58P/abstract target=ref> Pepe et al. 2011 </a>,,5166.0,49.0,-49.0,0.0,,,,,0.8,,,0.0,-0.04,0.03,-0.03,0.0,[Fe/H],-0.415,0.008,-0.008,0.0,4.51,0.09,-0.09,0.0,7.81,0.9,-0.9,0.0,,,,,3.0,,,1.0,,,,,-54.22,0.0,0.0,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h15m18.83s,303.8284712,-27d02m01.52s,-27.0337556,8.79687,0.00925,-0.00924,5.73,0.03,-0.03,3.501,0.232,-0.232,5.47661,0.0019526,-0.0019526,2015-07-01,2011-10,2015-07-02
HD 192699 b,HD 192699,1,1,1,Radial Velocity,2007,Lick Observatory,Published Confirmed,0,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,340.94,0.92,-0.92,0.0,1.063,0.049,-0.049,0.0,,,,,,,,,,,,,,,,,666.17168,29.55819,-29.55819,0.0,2.096,0.093,-0.093,0.0,,,,,,,,,666.17168,29.55819,-29.55819,0.0,2.096,0.093,-0.093,0.0,Msini,,,,,0.082,0.041,-0.041,0.0,,,,,,,,,,,,,,,,,JD,0.0,49.3,2.1,-2.1,0.0,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,,5041.0,,,0.0,4.41,,,0.0,1.38,,,0.0,,,,,,,,,,3.25,,,0.0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h16m05.96s,304.0248392,+04d34m50.05s,4.5805708,71.8627,0.2667,-0.2667,6.45591,0.023,-0.023,4.366,0.026,-0.026,6.21085,0.0004779,-0.0004779,2018-12-03,2019-04,2018-12-06
HD 19615 b,HD 19615,1,1,1,Radial Velocity,2022,Bohyunsan Optical Astronomical Observatory,Published Confirmed,0,<a refstr=JEONG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...662A..12J/abstract target=ref>Jeong et al. 2022</a>,402.0,2.0,-2.0,0.0,1.1,0.1,-0.1,0.0,,,,,,,,,,,,,,,,,2701.54146,222.47988,-222.47988,0.0,8.5,0.7,-0.7,0.0,,,,,,,,,2701.54146,222.47988,-222.47988,0.0,8.5,0.7,-0.7,0.0,Msini,,,,,0.2,0.1,-0.1,0.0,,,,,,,,,,,,,,,,,JD,0.0,224.0,18.0,-18.0,0.0,<a refstr=JEONG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...662A..12J/abstract target=ref>Jeong et al. 2022</a>,K0,4263.0,38.0,-38.0,0.0,32.3,0.9,-0.9,0.0,1.1,0.1,-0.1,0.0,-0.31,0.11,-0.11,0.0,[Fe/H],2.515,0.004,-0.004,0.0,1.4,0.1,-0.1,0.0,6.7,1.8,-1.8,0.0,,,,,2.6,0.5,-0.5,0.0,,,,,-35.21,0.2,-0.2,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h15m07.52s,48.7813299,+73d52m04.85s,73.868015,265.155,1.823,-1.799,6.55594,0.023,-0.023,3.062,0.324,-0.324,6.02012,0.0007888,-0.0007888,2022-06-27,2022-06,2022-06-27
HD 205739 b,HD 205739,1,1,1,Radial Velocity,2008,Las Campanas Observatory,Published Confirmed,0,<a refstr=LOPEZ_MORALES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008AJ....136.1901L/abstract target=ref> Lopez-Morales et al. 2008 </a>,279.8,0.1,-0.1,0.0,0.896,0.019,-0.015,0.0,,,,,,,,,,,,,,,,,435.41,22.25,-28.6,0.0,1.37,0.07,-0.09,0.0,,,,,,,,,435.41,22.25,-28.6,0.0,1.37,0.07,-0.09,0.0,Msini,,,,,0.27,0.07,-0.07,0.0,,,,,,,,,,,,,,,,,,0.0,42.0,3.0,-3.0,0.0,<a refstr=LOPEZ_MORALES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008AJ....136.1901L/abstract target=ref> Lopez-Morales et al. 2008 </a>,,6176.0,30.0,-30.0,0.0,1.33,0.1,-0.1,0.0,1.22,0.08,-0.06,0.0,0.19,0.04,-0.04,0.0,[Fe/H],0.36,,,0.0,4.29,0.06,-0.05,0.0,2.84,0.92,-1.12,0.0,,,,,4.48,0.5,-0.5,0.0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h38m08.43s,324.5351273,-31d44m16.21s,-31.7378373,92.5087,0.8954,-0.8787,8.56,0.03,-0.03,7.299,0.026,-0.026,8.41991,0.000261,-0.000261,2014-09-25,2008-11,2014-09-25
HD 207832 b,HD 207832,1,3,2,Radial Velocity,2012,W. M. Keck Observatory,Published Confirmed,0,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,160.07,0.23,-0.23,0.0,0.586,0.032,-0.032,0.0,,,,,,,,,,,,,,,,,177.9848,28.92253,-28.92253,0.0,0.56,0.091,-0.091,0.0,,,,,,,,,177.9848,28.92253,-28.92253,0.0,0.56,0.091,-0.091,0.0,Msini,,,,,0.197,0.053,-0.053,0.0,,,,,,,,,,,,,,,,,JD,0.0,20.73,0.91,-0.91,0.0,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,G5 V,5726.0,,,0.0,0.89,0.05,-0.05,0.0,1.05,0.17,-0.17,0.0,0.14,,,0.0,[Fe/H],-0.11,0.05,-0.05,0.0,,,,,1.36,1.26,-1.26,0.0,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h52m36.43s,328.1517893,-26d01m37.83s,-26.0271749,58.9291,0.156,-0.1552,8.78,0.03,-0.03,7.207,0.017,-0.017,8.61176,0.000213,-0.000213,2018-09-25,2018-11,2018-09-27
HD 20794 e,HD 20794,1,1,4,Radial Velocity,2017,La Silla Observatory,Published Confirmed,0,<a refstr=FENG_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...605A.103F/abstract target=ref>Feng et al. 2017</a>,147.02,1.43,-0.91,0.0,0.509,0.006,-0.006,0.0,,,,,,,,,,,,,,,,,4.77,0.96,-0.86,0.0,0.01501,0.00302,-0.00271,0.0,,,,,,,,,4.77,0.96,-0.86,0.0,0.01501,0.00302,-0.00271,0.0,Msini,,,,,0.29,0.14,-0.18,0.0,,,,,,,,,,,,,,,,,,0.0,0.69,0.15,-0.13,0.0,<a refstr=FENG_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...605A.103F/abstract target=ref>Feng et al. 2017</a>,G8,,,,,,,,,0.81,0.02,-0.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h19m59.94s,49.9997666,-43d03m59.95s,-43.0666533,6.00278,0.00854,-0.00851,4.26,0.03,-0.03,2.636,0.278,-0.278,4.06635,0.0051023,-0.0051023,2017-06-06,2017-09,2017-06-08
HD 208487 b,HD 208487,1,1,1,Radial Velocity,2004,Anglo-Australian Telescope,Published Confirmed,0,<a refstr=BUTLER_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...646..505B/abstract target=ref> Butler et al. 2006 </a>,130.08,0.51,-0.51,0.0,0.524,0.03,-0.03,0.0,,,,,,,,,,,,,,,,,165.265,26.061,-26.061,0.0,0.52,0.082,-0.082,0.0,,,,,,,,,165.265,26.061,-26.061,0.0,0.52,0.082,-0.082,0.0,Msini,,,,,0.24,0.16,-0.16,0.0,,,,,,,,,,,,,,,,,,0.0,19.7,3.6,-3.6,0.0,<a refstr=BUTLER_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...646..505B/abstract target=ref> Butler et al. 2006 </a>,,6067.0,,,0.0,,,,,1.13,,,0.0,0.022,,,0.0,[Fe/H],,,,,4.33,,,0.0,,,,,,,,,4.61,,,0.0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h57m19.98s,329.3332489,-37d45m50.89s,-37.7641354,45.147,0.1593,-0.1582,7.47,0.03,-0.03,6.159,0.034,-0.034,7.33164,0.000327,-0.000327,2014-11-05,2006-07,2014-11-05
HD 20868 b,HD 20868,1,1,1,Radial Velocity,2008,La Silla Observatory,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,380.85001,0.09,-0.09,0.0,0.95,0.02,-0.02,0.0,,,,,,,,,,,,,,,,,397.2875,187.5197,-187.5197,0.0,1.25,0.59,-0.59,0.0,,,,,,,,,397.2875,187.5197,-187.5197,0.0,1.25,0.59,-0.59,0.0,Msini,,,,,0.75,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,100.3,0.4,-0.4,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,4802.0,146.0,-146.0,0.0,0.76,0.05,-0.05,0.0,0.39,0.27,-0.27,0.0,0.05,,,0.0,[Fe/H],,,,,4.26,0.3,-0.3,0.0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h20m43.06s,50.1794053,-33d43m46.88s,-33.72969,47.7223,0.0699,-0.0697,9.92,0.03,-0.03,7.543,0.015,-0.015,9.61323,0.000273,-0.000273,2018-09-04,2017-03,2018-09-06
